price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,location,property_age_years,year_built,property_type,sale_date,local_market_index,comparable_sale_price,price_per_sqft,age_band,latitude,longitude,demand_index,growth_rate_zone,distance_to_school_km,distance_to_hospital_km,distance_to_supermarket_km,distance_to_transit_km,distance_to_park_km,location_convenience_score,nearest_school,nearest_hospital,nearest_supermarket,nearest_transit_station,nearest_park
4900000,4095,3,1,2,no,yes,yes,no,yes,0,no,semi-furnished,Hyderabad,36,1990,Independent House,09-01-2026,126.6,5509000,1196.58,31-45yrs,17.45605,78.51624,41.9,Moderate Growth,2.12,1.33,2.53,1.29,1.94,45.9,Delhi Public School Hyderabad,Apollo Health City,Heritage Fresh,Ameerpet Metro Station,KBR National Park
4900000,4120,2,1,1,yes,no,yes,no,no,1,no,semi-furnished,Hyderabad,27,1999,Independent House,03-08-2025,123.8,4690000,1189.32,16-30yrs,17.28409,78.6335,38.6,Moderate Growth,2.01,1.75,0.81,1.65,2.69,47.6,Oakridge International,Yashoda Hospitals,Ratnadeep Supermarket,Miyapur Metro Station,Lumbini Park
4900000,5400,4,1,2,yes,no,no,no,no,0,no,semi-furnished,Pune,10,2016,Independent House,10-09-2025,129.7,4897550,907.41,6-15yrs,18.42635,73.8306,65.9,Moderate Growth,1.43,2.55,1.22,2.19,0.1,56,Bishops School,Sahyadri Hospital,Star Bazaar,PCMC Metro Station,Bund Garden
4900000,4770,3,1,1,yes,yes,yes,no,no,0,no,semi-furnished,Hyderabad,26,2000,Independent House,01-03-2026,129.2,5509000,1027.25,16-30yrs,17.35968,78.39362,54.6,Moderate Growth,1.67,3.51,0.89,1.32,2.52,41.7,Delhi Public School Hyderabad,Apollo Health City,Heritage Fresh,Ameerpet Metro Station,KBR National Park
4900000,6300,3,1,1,yes,no,no,no,yes,2,no,semi-furnished,Pune,16,2010,Independent House,07-05-2026,126.7,5069591,777.78,16-30yrs,18.5756,74.00534,65.6,Moderate Growth,1.58,2.89,0.81,1.1,0.58,59.1,Vibgyor High,Jehangir Hospital,Reliance Smart,Swargate Bus Station,Pu La Deshpande Garden
4900000,5800,2,1,1,yes,yes,yes,no,yes,0,no,semi-furnished,Pune,36,1990,Independent House,22-10-2025,136.1,5280333,844.83,31-45yrs,18.54141,73.86792,66.8,Moderate Growth,1.01,2.25,0.68,0.42,1.69,64.4,Bishops School,Sahyadri Hospital,Star Bazaar,PCMC Metro Station,Bund Garden
4900000,3000,3,1,2,yes,no,yes,no,yes,0,no,semi-furnished,Hyderabad,1,2025,Independent House,21-02-2026,128.8,5509000,1633.33,0-5yrs,17.44175,78.46842,46.2,Moderate Growth,2.47,3.36,1.58,1.38,3.43,28.2,Delhi Public School Hyderabad,Apollo Health City,Heritage Fresh,Ameerpet Metro Station,KBR National Park
4900000,2970,3,1,3,yes,no,no,no,no,0,no,semi-furnished,Ahmedabad,13,2013,Independent House,02-06-2026,105.2,4537885,1649.83,6-15yrs,22.99144,72.49608,26.9,High Growth,2.26,2.3,0.8,1.68,1.99,46.9,Delhi Public School Bopal,Zydus Hospital,Reliance Smart,Vastrapur Metro Station,Sabarmati Riverfront
4900000,6720,3,1,1,yes,no,no,no,no,0,no,unfurnished,Ahmedabad,28,1998,Independent House,07-12-2024,107.3,4537885,729.17,16-30yrs,23.01045,72.50112,59.4,High Growth,2.28,2.76,0.39,0.68,2.56,49,Udgam School,CIMS Hospital,Star Bazaar,Kalupur Bus Stand,Law Garden
4900000,4646,3,1,2,yes,yes,yes,no,no,2,no,semi-furnished,Ahmedabad,20,2006,Independent House,17-09-2025,102.5,4537885,1054.67,16-30yrs,22.9429,72.67491,37.2,High Growth,1.82,4.65,0.89,1.33,1.91,37.7,Anand Niketan School,Sterling Hospital,DMart,Ahmedabad Railway Station,Kankaria Lake Garden
4900000,12900,3,1,1,yes,no,no,no,no,2,no,furnished,Ahmedabad,23,2003,Independent House,23-09-2025,105.5,4537885,379.84,16-30yrs,23.00032,72.55245,32.8,High Growth,2.6,4.36,1.29,2.06,1.84,28.6,Delhi Public School Bopal,Zydus Hospital,Reliance Smart,Vastrapur Metro Station,Sabarmati Riverfront
4893000,3420,4,2,2,yes,no,yes,no,yes,2,no,semi-furnished,Ahmedabad,5,2021,Independent House,01-05-2025,102.8,4240600,1430.7,0-5yrs,23.06402,72.53375,46.1,High Growth,1.09,4.33,0.1,2.66,2.33,38.2,Udgam School,CIMS Hospital,Star Bazaar,Kalupur Bus Stand,Law Garden
4893000,4995,4,2,1,yes,no,yes,no,no,0,no,semi-furnished,Hyderabad,39,1987,Independent House,31-12-2025,132.7,5576667,979.58,31-45yrs,17.36401,78.45101,56.7,Moderate Growth,4.75,2.08,1.58,1.21,2.96,26,Delhi Public School Hyderabad,Apollo Health City,Heritage Fresh,Ameerpet Metro Station,KBR National Park
4865000,4350,2,1,1,yes,no,yes,no,no,0,no,unfurnished,Hyderabad,1,2025,Independent House,12-05-2025,124.8,4707500,1118.39,0-5yrs,17.41828,78.59645,46.2,Moderate Growth,1.13,2.92,0.76,3.16,2.14,40.6,Oakridge International,Yashoda Hospitals,Ratnadeep Supermarket,Miyapur Metro Station,Lumbini Park
4830000,4160,3,1,3,yes,no,no,no,no,0,no,unfurnished,Chennai,3,2023,Independent House,16-01-2026,120.2,5045419,1161.06,0-5yrs,13.04257,80.22944,46.5,Moderate Growth,1.37,1.42,1.64,2.34,2.02,48.3,Chettinad Vidyashram,MIOT International,DMart,Koyambedu Bus Terminus,Elliots Beach Park
4830000,6040,3,1,1,yes,no,no,no,no,2,yes,semi-furnished,Ahmedabad,13,2013,Independent House,20-06-2026,106,4540577,799.67,6-15yrs,22.98103,72.61537,58.5,High Growth,2.48,3.52,1.9,2.08,0.99,35.5,Anand Niketan School,Sterling Hospital,DMart,Ahmedabad Railway Station,Kankaria Lake Garden
4830000,6862,3,1,2,yes,no,no,no,yes,2,yes,furnished,Hyderabad,20,2006,Independent House,28-02-2026,129.2,5511121,703.88,16-30yrs,17.38774,78.50533,69.4,Moderate Growth,2.52,1.85,1.2,1.74,0.28,55.4,Oakridge International,Yashoda Hospitals,Ratnadeep Supermarket,Miyapur Metro Station,Lumbini Park
4830000,4815,2,1,1,yes,no,no,no,yes,0,yes,semi-furnished,Chennai,22,2004,Independent House,16-01-2026,118.3,4747167,1003.12,16-30yrs,13.06906,80.28745,69.4,Moderate Growth,0.91,0.9,1.32,1.4,1.88,62.3,Chettinad Vidyashram,MIOT International,DMart,Koyambedu Bus Terminus,Elliots Beach Park
4795000,7000,3,1,2,yes,no,yes,no,no,0,no,unfurnished,Ahmedabad,33,1993,Independent House,23-08-2025,102.3,4541923,685,31-45yrs,23.06397,72.50999,37.5,High Growth,0.26,2.16,0.97,1.07,1.95,62.3,Anand Niketan School,Sterling Hospital,DMart,Ahmedabad Railway Station,Kankaria Lake Garden
4795000,8100,4,1,4,yes,no,yes,no,yes,2,no,semi-furnished,Pune,35,1991,Villa,09-06-2026,128.3,4908050,591.98,31-45yrs,18.53288,73.9028,50.6,Moderate Growth,0.48,2.9,0.77,1.45,2.26,53.8,Vibgyor High,Jehangir Hospital,Reliance Smart,Swargate Bus Station,Pu La Deshpande Garden
4767000,3420,4,2,2,yes,no,no,no,no,0,no,semi-furnished,Pune,6,2020,Independent House,31-05-2026,131.6,4910850,1393.86,6-15yrs,18.64222,73.9693,59.8,Moderate Growth,0.8,0.1,0.1,1.46,2.86,68.7,Bishops School,Sahyadri Hospital,Star Bazaar,PCMC Metro Station,Bund Garden
4760000,9166,2,1,1,yes,no,yes,no,yes,2,no,semi-furnished,Pune,29,1997,Independent House,22-04-2026,129.6,5303667,519.31,16-30yrs,18.50504,73.85305,56.5,Moderate Growth,1,0.87,1.02,1.57,2.7,57.9,Symbiosis International School,Ruby Hall Clinic,DMart,Pune Railway Station,Empress Garden
4760000,6321,3,1,2,yes,no,yes,no,yes,1,no,furnished,Pune,13,2013,Independent House,21-04-2026,132.4,5075955,753.05,6-15yrs,18.50449,73.79232,64.2,Moderate Growth,1.46,3.47,0.77,2.51,1.03,45.7,Vibgyor High,Jehangir Hospital,Reliance Smart,Swargate Bus Station,Pu La Deshpande Garden
4760000,10240,2,1,1,yes,no,no,no,yes,2,yes,unfurnished,Chennai,13,2013,Independent House,12-08-2025,121.4,4758833,464.84,6-15yrs,13.00989,80.1803,62.9,Moderate Growth,2.46,2.51,0.1,2.88,2.08,41,Chettinad Vidyashram,MIOT International,DMart,Koyambedu Bus Terminus,Elliots Beach Park
4753000,6440,2,1,1,yes,no,no,no,yes,3,no,semi-furnished,Pune,18,2008,Independent House,26-04-2026,123.2,5304833,738.04,16-30yrs,18.52199,73.87005,50,Moderate Growth,2.71,2.55,1.34,1.95,2.27,36.4,Symbiosis International School,Ruby Hall Clinic,DMart,Pune Railway Station,Empress Garden
4690000,5170,3,1,4,yes,no,no,no,yes,0,no,semi-furnished,Ahmedabad,8,2018,Independent House,30-10-2025,105.7,4545962,907.16,6-15yrs,23.0703,72.55236,32.8,High Growth,1.31,0.74,2.3,2.56,1.93,48,Delhi Public School Bopal,Zydus Hospital,Reliance Smart,Vastrapur Metro Station,Sabarmati Riverfront
4690000,6000,2,1,1,yes,no,yes,no,yes,1,no,furnished,Kochi,29,1997,Independent House,18-01-2026,104.8,3817188,781.67,16-30yrs,9.87938,76.25999,53.6,High Growth,2.18,4.41,1.38,0.95,0.1,47,Chinmaya Vidyalaya,Aster Medcity,Margin Free Market,Vytilla Mobility Hub,Rajendra Maidan
4690000,3630,3,1,2,yes,no,no,no,no,2,no,semi-furnished,Pune,36,1990,Independent House,07-12-2025,134,5079136,1292.01,31-45yrs,18.51692,73.85753,45.1,Moderate Growth,2.61,3.95,1.93,0.1,1.23,42.3,Symbiosis International School,Ruby Hall Clinic,DMart,Pune Railway Station,Empress Garden
4690000,9667,4,2,2,yes,yes,yes,no,no,1,no,semi-furnished,Chennai,35,1991,Independent House,08-04-2025,121.3,4874722,485.16,31-45yrs,13.133,80.16741,51.5,Moderate Growth,2.98,3.41,1,1.43,1.88,37.1,DAV Public School,Fortis Malar Hospital,Spencers Retail,Guindy Railway Station,Guindy National Park
4690000,5400,2,1,2,yes,no,no,no,no,0,yes,semi-furnished,Chennai,19,2007,Independent House,28-02-2026,116.8,4770500,868.52,16-30yrs,13.07382,80.3254,55.5,Moderate Growth,1.54,1.23,0.55,1.67,2.66,55,Chettinad Vidyashram,MIOT International,DMart,Koyambedu Bus Terminus,Elliots Beach Park
4690000,4320,3,1,1,yes,no,no,no,no,0,yes,semi-furnished,Pune,20,2006,Independent House,04-07-2025,131.4,5079136,1085.65,16-30yrs,18.48406,73.8731,72.6,Moderate Growth,0.93,2.85,1.05,2.29,1.45,49.6,Symbiosis International School,Ruby Hall Clinic,DMart,Pune Railway Station,Empress Garden
4655000,3745,3,1,2,yes,no,yes,no,no,0,no,furnished,Kochi,13,2013,Independent House,20-02-2026,100.2,3809250,1242.99,6-15yrs,9.99932,76.26208,45.2,High Growth,2.48,4.09,0.99,3.57,0.62,30.9,St. Teresas School,Lakeshore Hospital,Nilgiris,Ernakulam Junction,Marine Drive Walkway
4620000,4160,3,1,1,yes,yes,yes,no,yes,0,no,unfurnished,Pune,11,2015,Independent House,20-03-2026,129.2,5082318,1110.58,6-15yrs,18.52719,73.87293,40.7,Moderate Growth,3.28,2.33,0.52,1.84,3.53,32.4,Bishops School,Sahyadri Hospital,Star Bazaar,PCMC Metro Station,Bund Garden
4620000,3880,3,2,2,yes,no,yes,no,no,2,no,semi-furnished,Chennai,15,2011,Independent House,07-07-2024,121,5052194,1190.72,6-15yrs,13.11046,80.33553,48,Moderate Growth,1.28,2.33,1.81,2.61,1.97,41.2,PSBB Senior Secondary,Apollo Hospital Greams Road,Nilgiris,Chennai Central Metro,Semmozhi Poonga
4620000,5680,3,1,2,yes,yes,no,no,yes,1,no,semi-furnished,Hyderabad,28,1998,Independent House,18-05-2026,132.5,5517485,813.38,16-30yrs,17.467,78.49044,41.4,Moderate Growth,3.67,2.14,1.34,2.55,1.61,33.5,Oakridge International,Yashoda Hospitals,Ratnadeep Supermarket,Miyapur Metro Station,Lumbini Park
4620000,2870,2,1,2,yes,yes,yes,no,no,0,yes,semi-furnished,Ahmedabad,1,2025,Independent House,14-06-2026,102.4,4075615,1609.76,0-5yrs,23.10267,72.51188,66.6,High Growth,2.96,2.99,0.7,1.54,2.27,38.5,Udgam School,CIMS Hospital,Star Bazaar,Kalupur Bus Stand,Law Garden
4620000,5010,3,1,2,yes,no,yes,no,no,0,no,semi-furnished,Chennai,3,2023,Independent House,04-07-2025,116.8,5052194,922.16,0-5yrs,13.0584,80.35234,44,Moderate Growth,1.56,2.4,1.34,2.28,2.77,39.2,PSBB Senior Secondary,Apollo Hospital Greams Road,Nilgiris,Chennai Central Metro,Semmozhi Poonga
4613000,4510,4,2,2,yes,no,yes,no,no,0,no,semi-furnished,Pune,16,2010,Independent House,20-06-2026,132.1,4926250,1022.84,16-30yrs,18.48362,73.82637,42.7,Moderate Growth,0.34,2.32,1.13,1.93,1.99,54.7,Vibgyor High,Jehangir Hospital,Reliance Smart,Swargate Bus Station,Pu La Deshpande Garden
4585000,4000,3,1,2,yes,no,no,no,no,1,no,furnished,Ahmedabad,18,2008,Independent House,10-04-2025,106.4,4550000,1146.25,16-30yrs,23.0424,72.52062,36.8,High Growth,1.3,0.92,1.67,3,1.51,50.6,Udgam School,CIMS Hospital,Star Bazaar,Kalupur Bus Stand,Law Garden
4585000,3840,3,1,2,yes,no,no,no,no,1,yes,semi-furnished,Pune,11,2015,Independent House,14-02-2026,133.1,5083909,1194.01,6-15yrs,18.5111,73.74736,81.3,Moderate Growth,1.16,0.49,1.73,0.56,1.15,70.1,Symbiosis International School,Ruby Hall Clinic,DMart,Pune Railway Station,Empress Garden
4550000,3760,3,1,1,yes,no,no,no,no,2,no,semi-furnished,Pune,12,2014,Apartment,28-10-2024,131.7,5085500,1210.11,6-15yrs,18.38741,73.85725,67,Moderate Growth,1.99,3.35,0.72,0.1,2.49,49.1,Vibgyor High,Jehangir Hospital,Reliance Smart,Swargate Bus Station,Pu La Deshpande Garden
4550000,3640,3,1,2,yes,no,no,no,yes,0,no,furnished,Hyderabad,2,2024,Independent House,22-08-2025,126.3,5519606,1250,0-5yrs,17.47428,78.41336,62.5,Moderate Growth,0.22,4.15,0.43,1.53,1.7,52.8,Chirec International,Care Hospitals,Spencers Retail,Secunderabad Railway Station,Indira Park
4550000,2550,3,1,2,yes,no,yes,no,no,0,no,furnished,Ahmedabad,27,1999,Independent House,14-11-2025,106.3,4551346,1784.31,16-30yrs,23.02386,72.53506,36,High Growth,4.26,3.94,2.17,2.48,2.68,8.7,Anand Niketan School,Sterling Hospital,DMart,Ahmedabad Railway Station,Kankaria Lake Garden
4550000,5320,3,1,2,yes,yes,yes,no,no,0,yes,semi-furnished,Ahmedabad,16,2010,Independent House,07-07-2024,101.6,4551346,855.26,16-30yrs,23.07405,72.60285,53.7,High Growth,3.76,4.21,2.55,2.33,0.1,23.9,Delhi Public School Bopal,Zydus Hospital,Reliance Smart,Vastrapur Metro Station,Sabarmati Riverfront
4550000,5360,3,1,2,yes,no,no,no,no,2,yes,unfurnished,Hyderabad,8,2018,Independent House,03-03-2026,127.2,5519606,848.88,6-15yrs,17.3029,78.48903,80.9,Moderate Growth,0.89,1.59,0.66,0.89,1.21,69.2,Chirec International,Care Hospitals,Spencers Retail,Secunderabad Railway Station,Indira Park
4550000,3520,3,1,1,yes,no,no,no,no,0,yes,semi-furnished,Chennai,38,1988,Apartment,07-07-2024,121.5,5054452,1292.61,31-45yrs,13.17287,80.34184,59.1,Moderate Growth,0.1,2.4,0.6,1.87,1.51,61.9,PSBB Senior Secondary,Apollo Hospital Greams Road,Nilgiris,Chennai Central Metro,Semmozhi Poonga
4550000,8400,4,1,4,yes,no,no,no,no,3,no,unfurnished,Pune,12,2014,Villa,01-06-2026,128.9,4932550,541.67,6-15yrs,18.47922,73.87806,51,Moderate Growth,1.58,3.03,0.45,1.02,1.5,55.4,Vibgyor High,Jehangir Hospital,Reliance Smart,Swargate Bus Station,Pu La Deshpande Garden
4543000,4100,2,2,1,yes,yes,yes,no,no,0,no,semi-furnished,Kochi,24,2002,Independent House,23-01-2026,105.4,3826375,1108.05,16-30yrs,9.92366,76.23903,34.2,High Growth,2.32,2.63,1.28,2.29,0.1,49.3,Chinmaya Vidyalaya,Aster Medcity,Margin Free Market,Vytilla Mobility Hub,Rajendra Maidan
4543000,4990,4,2,2,yes,yes,yes,no,no,0,yes,furnished,Pune,23,2003,Independent House,20-04-2026,124.3,4933250,910.42,16-30yrs,18.4223,73.83362,57,Moderate Growth,2.83,4.41,1.19,0.91,1.46,36.5,Symbiosis International School,Ruby Hall Clinic,DMart,Pune Railway Station,Empress Garden
4515000,3510,3,1,3,yes,no,no,no,no,0,no,semi-furnished,Pune,8,2018,Independent House,25-12-2025,128.4,5087091,1286.32,6-15yrs,18.50871,73.82118,63.1,Moderate Growth,2.19,0.92,0.94,0.64,3.26,53.3,Vibgyor High,Jehangir Hospital,Reliance Smart,Swargate Bus Station,Pu La Deshpande Garden
4515000,3450,3,1,2,yes,no,yes,no,no,1,no,semi-furnished,Chennai,28,1998,Independent House,24-05-2026,117.2,5055581,1308.7,16-30yrs,13.06661,80.31595,52.8,Moderate Growth,1.53,1.88,1.65,2.26,2.24,43.8,Chettinad Vidyashram,MIOT International,DMart,Koyambedu Bus Terminus,Elliots Beach Park
4515000,9860,3,1,1,yes,no,no,no,no,0,no,semi-furnished,Pune,36,1990,Independent House,03-04-2025,127.9,5087091,457.91,31-45yrs,18.50742,73.8582,56.8,Moderate Growth,0.1,2.09,0.66,0.52,1.39,72,Symbiosis International School,Ruby Hall Clinic,DMart,Pune Railway Station,Empress Garden
4515000,3520,2,1,2,yes,no,no,no,no,0,yes,furnished,Hyderabad,21,2005,Independent House,26-03-2025,126.1,4882500,1282.67,16-30yrs,17.4157,78.45794,71.9,Moderate Growth,1.91,1.52,0.71,0.32,1.09,67.4,Oakridge International,Yashoda Hospitals,Ratnadeep Supermarket,Miyapur Metro Station,Lumbini Park
4480000,4510,4,1,2,yes,no,no,no,yes,2,no,semi-furnished,Hyderabad,5,2021,Independent House,07-07-2024,124,5622556,993.35,0-5yrs,17.38922,78.54584,59.4,Moderate Growth,2.36,3.4,0.4,2.06,0.58,48.3,Chirec International,Care Hospitals,Spencers Retail,Secunderabad Railway Station,Indira Park
4480000,5885,2,1,1,yes,no,no,no,yes,1,no,unfurnished,Ahmedabad,25,2001,Independent House,26-05-2026,107.3,4086385,761.26,16-30yrs,23.0908,72.57814,54.9,High Growth,1.41,0.19,1.95,1.58,2.13,57.3,Anand Niketan School,Sterling Hospital,DMart,Ahmedabad Railway Station,Kankaria Lake Garden
4480000,4000,3,1,2,yes,no,no,no,no,2,no,furnished,Kochi,23,2003,Independent House,05-11-2025,96.4,3815500,1120,16-30yrs,9.89843,76.23471,37.3,High Growth,2.14,4.26,1.96,0.1,1.28,42.7,St. Teresas School,Lakeshore Hospital,Nilgiris,Ernakulam Junction,Marine Drive Walkway
4480000,8250,3,1,1,yes,no,no,no,no,0,no,furnished,Pune,32,1994,Independent House,28-01-2026,130.5,5088682,543.03,31-45yrs,18.45068,73.75083,51.7,Moderate Growth,1.9,3.64,1.94,2.47,1.56,32.3,Bishops School,Sahyadri Hospital,Star Bazaar,PCMC Metro Station,Bund Garden
4480000,4040,3,1,2,yes,no,no,no,no,1,no,semi-furnished,Pune,36,1990,Independent House,24-03-2026,128.7,5088682,1108.91,31-45yrs,18.51906,73.88732,45.4,Moderate Growth,1.56,3.06,0.69,0.58,2.94,48.1,Symbiosis International School,Ruby Hall Clinic,DMart,Pune Railway Station,Empress Garden
4473000,6360,2,1,1,yes,no,yes,no,yes,1,no,furnished,Chennai,19,2007,Independent House,21-03-2026,117.9,4806667,703.3,16-30yrs,13.12669,80.28741,56.8,Moderate Growth,0.67,4.1,1.9,1.14,2.79,37.7,DAV Public School,Fortis Malar Hospital,Spencers Retail,Guindy Railway Station,Guindy National Park
4473000,3162,3,1,2,yes,no,no,no,yes,1,no,furnished,Hyderabad,9,2017,Independent House,24-02-2026,133,5521939,1414.61,6-15yrs,17.47212,78.49029,51.6,Moderate Growth,2.02,5.36,1.34,1.45,2.56,25.2,Chirec International,Care Hospitals,Spencers Retail,Secunderabad Railway Station,Indira Park
4473000,3510,3,1,2,yes,no,no,no,no,0,no,semi-furnished,Kochi,9,2017,Independent House,05-09-2025,100.8,3815750,1274.36,6-15yrs,9.98817,76.23692,27.6,High Growth,0.52,3.2,1.83,3.59,0.35,44.2,Choice School,Amrita Institute of Medical Sciences,Lulu Hypermarket,Kochi Metro - MG Road,Subhash Park
4445000,3750,2,1,1,yes,yes,yes,no,no,0,no,semi-furnished,Ahmedabad,33,1993,Apartment,21-11-2025,99.4,4089077,1185.33,31-45yrs,22.89892,72.51306,36.7,High Growth,3.24,3.75,1.65,1.65,1.51,30.6,Delhi Public School Bopal,Zydus Hospital,Reliance Smart,Vastrapur Metro Station,Sabarmati Riverfront
4410000,3968,3,1,2,no,no,no,no,no,0,no,semi-furnished,Hyderabad,20,2006,Independent House,04-02-2026,122.1,5523848,1111.39,16-30yrs,17.41139,78.47083,50.4,Moderate Growth,0.92,3.06,0.99,2.27,3.14,39,Chirec International,Care Hospitals,Spencers Retail,Secunderabad Railway Station,Indira Park
4410000,4900,2,1,2,yes,no,yes,no,no,0,no,semi-furnished,Ahmedabad,13,2013,Independent House,18-06-2026,108.1,4091769,900,6-15yrs,23.12473,72.5876,49.9,High Growth,2.18,3.23,1.08,1.44,0.78,48.8,Anand Niketan School,Sterling Hospital,DMart,Ahmedabad Railway Station,Kankaria Lake Garden
4403000,2880,3,1,2,yes,no,no,no,no,0,yes,semi-furnished,Chennai,28,1998,Independent House,17-06-2026,118.4,5059194,1528.82,16-30yrs,13.08708,80.26175,71.4,Moderate Growth,0.94,1.74,0.23,1.71,2.8,56.4,DAV Public School,Fortis Malar Hospital,Spencers Retail,Guindy Railway Station,Guindy National Park
4403000,4880,3,1,1,yes,no,no,no,no,2,yes,unfurnished,Chennai,29,1997,Independent House,07-07-2026,115.1,5059194,902.25,16-30yrs,13.04658,80.26057,55.9,Moderate Growth,2,1.68,0.83,0.41,1.87,60.1,Chettinad Vidyashram,MIOT International,DMart,Koyambedu Bus Terminus,Elliots Beach Park
4403000,4920,3,1,2,yes,no,no,no,no,1,no,semi-furnished,Pune,13,2013,Independent House,07-07-2024,133.1,5092182,894.92,6-15yrs,18.54204,73.82393,49.4,Moderate Growth,1.55,3.35,1.05,1.56,2.92,38.7,Symbiosis International School,Ruby Hall Clinic,DMart,Pune Railway Station,Empress Garden
4382000,4950,4,1,2,yes,no,no,no,yes,0,no,semi-furnished,Kochi,32,1994,Independent House,06-07-2026,98.5,3500000,885.25,31-45yrs,9.89597,76.29102,35.8,High Growth,2.4,2.15,0.53,1.15,1.68,53.5,St. Teresas School,Lakeshore Hospital,Nilgiris,Ernakulam Junction,Marine Drive Walkway
4375000,3900,3,1,2,yes,no,no,no,no,0,no,unfurnished,Ahmedabad,6,2020,Independent House,10-06-2026,105.8,4558077,1121.79,6-15yrs,23.06724,72.58775,32.4,High Growth,1.13,4.12,1.38,0.82,0.88,51,Udgam School,CIMS Hospital,Star Bazaar,Kalupur Bus Stand,Law Garden
4340000,4500,3,2,3,yes,no,no,yes,no,1,no,furnished,Hyderabad,13,2013,Independent House,04-04-2026,130.4,5525970,964.44,6-15yrs,17.38409,78.43403,53.5,Moderate Growth,0.26,3.49,1.91,1.75,0.93,51,Delhi Public School Hyderabad,Apollo Health City,Heritage Fresh,Ameerpet Metro Station,KBR National Park
4340000,1905,5,1,2,no,no,yes,no,no,0,no,semi-furnished,Chennai,5,2021,Independent House,22-05-2025,116.1,5600000,2278.22,0-5yrs,13.18021,80.32392,50.9,Moderate Growth,1.47,2.06,0.89,2.37,3.4,40.1,DAV Public School,Fortis Malar Hospital,Spencers Retail,Guindy Railway Station,Guindy National Park
4340000,4075,3,1,1,yes,yes,yes,no,no,2,no,semi-furnished,Pune,25,2001,Independent House,07-07-2024,125.1,5095045,1065.03,16-30yrs,18.55537,73.91209,52.1,Moderate Growth,1.4,3.01,0.6,1.91,1.62,49.8,Bishops School,Sahyadri Hospital,Star Bazaar,PCMC Metro Station,Bund Garden
4340000,3500,4,1,2,yes,no,no,no,no,2,no,furnished,Pune,1,2025,Independent House,12-06-2025,134.7,4953550,1240,0-5yrs,18.46973,73.91365,43.7,Moderate Growth,0.39,2.81,0.7,1.35,0.77,64.6,Symbiosis International School,Ruby Hall Clinic,DMart,Pune Railway Station,Empress Garden
4340000,6450,4,1,2,yes,no,no,no,no,0,no,semi-furnished,Ahmedabad,10,2016,Independent House,17-09-2025,100.7,4351200,672.87,6-15yrs,23.06482,72.56225,30,High Growth,1.25,2.74,1.45,2.4,3.11,35.6,Delhi Public School Bopal,Zydus Hospital,Reliance Smart,Vastrapur Metro Station,Sabarmati Riverfront
4319000,4032,2,1,1,yes,no,yes,no,no,0,no,furnished,Kochi,25,2001,Independent House,04-01-2026,94.3,3840375,1071.18,16-30yrs,9.99672,76.25371,46.6,High Growth,0.23,4.06,2.28,0.68,0.43,54.9,Chinmaya Vidyalaya,Aster Medcity,Margin Free Market,Vytilla Mobility Hub,Rajendra Maidan
4305000,4400,2,1,1,yes,no,no,no,no,1,no,semi-furnished,Ahmedabad,5,2021,Independent House,15-06-2026,101.9,4099846,978.41,0-5yrs,22.98271,72.49026,32,High Growth,2.03,2.95,1.42,2,1.99,38.9,Anand Niketan School,Sterling Hospital,DMart,Ahmedabad Railway Station,Kankaria Lake Garden
4305000,10360,2,1,1,yes,no,no,no,no,1,yes,semi-furnished,Coimbatore,33,1993,Independent House,07-07-2024,96.2,3459909,415.54,31-45yrs,10.98699,77.00863,58.2,High Growth,1.33,2.75,1.16,1.87,2.19,45.3,Sri Ramakrishna Vidyalaya,KMCH,Reliance Fresh,Gandhipuram Bus Stand,Selvachintamani Park
4277000,3400,3,1,2,yes,no,yes,no,no,2,yes,semi-furnished,Chennai,1,2025,Independent House,17-07-2025,121.5,5063258,1257.94,0-5yrs,12.92134,80.12119,70,Moderate Growth,1.54,0.26,0.39,1.3,1.98,67.8,Chettinad Vidyashram,MIOT International,DMart,Koyambedu Bus Terminus,Elliots Beach Park
4270000,6360,2,1,1,yes,no,no,no,no,0,no,furnished,Kochi,13,2013,Independent House,26-10-2025,100.9,3843438,671.38,6-15yrs,9.99444,76.23993,37,High Growth,4.39,3.6,1.49,1.45,2.57,20.6,Choice School,Amrita Institute of Medical Sciences,Lulu Hypermarket,Kochi Metro - MG Road,Subhash Park
4270000,6360,2,1,2,yes,no,no,no,no,0,no,unfurnished,Coimbatore,32,1994,Independent House,17-07-2025,90.6,3461500,671.38,31-45yrs,10.97566,76.93201,26.5,High Growth,2.14,1.02,1.78,1.88,2.13,47.4,Sri Ramakrishna Vidyalaya,KMCH,Reliance Fresh,Gandhipuram Bus Stand,Selvachintamani Park
4270000,4500,2,1,1,yes,no,no,no,yes,2,no,furnished,Coimbatore,3,2023,Independent House,20-08-2025,88.2,3461500,948.89,0-5yrs,10.86824,77.01574,34.9,High Growth,2.26,2.35,1.03,1.2,0.1,59.2,Stanes School,Ganga Hospital,Kovai Pazhamudir Nilayam,Peelamedu Railway Station,TNAU Botanical Garden
